user_id_x,name,screen_name,location,description,url,protected,created_at_x,geo_enabled,verified,lang_x,profile_background_color,profile_background_image_url,profile_background_tile,profile_image_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,tweet_id,created_at_y,text,source,in_reply_to_status_id,in_reply_to_user_id,author_id,user_id_y,is_quote_status,is_retweet,lang_y,geo,coordinates
25073877,Donald J. Trump,realDonaldTrump,"Washington, DC",45th President of the United States of America🇺🇸,https://t.co/OMxB0x7xC5,False,2009-03-18 13:46:38,True,True,,6D5C18,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,1B95E0,BDDCAD,C5CEC0,333333,True,1216400564071936001,2020-01-12 16:44:28,خطاب به رهبران ايران: معترضان خود را نكشيد. هزاران تن تاكنون به دست شما كشته يا زنداني شده اند، و جهان نظاره گر است. مهمتر از ان، ايالات متحده نظاره گر است. اينترنت را دوباره وصل كنيد و به خبرنگاران اجازه دهيد ازادانه حركت كنند! كشتار مردم بزرگ ايران را متوقف كنيد! https://t.co/rzpx3Nfn03,Twitter for iPhone,None,None,25073877,25073877,True,False,fa,,
25073877,Donald J. Trump,realDonaldTrump,"Washington, DC",45th President of the United States of America🇺🇸,https://t.co/OMxB0x7xC5,False,2009-03-18 13:46:38,True,True,,6D5C18,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,1B95E0,BDDCAD,C5CEC0,333333,True,1216399515948867588,2020-01-12 16:40:18,"Why should I have the stigma of Impeachment attached to my name when I did NOTHING wrong? Read the Transcripts! A totally partisan Hoax, never happened before. House Republicans voted 195-0, with three Dems voting with the Republicans. Very unfair to tens of millions of voters!",Twitter for iPhone,None,None,25073877,25073877,False,False,en,,
25073877,Donald J. Trump,realDonaldTrump,"Washington, DC",45th President of the United States of America🇺🇸,https://t.co/OMxB0x7xC5,False,2009-03-18 13:46:38,True,True,,6D5C18,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,1B95E0,BDDCAD,C5CEC0,333333,True,1216392879213555714,2020-01-12 16:13:56,"Why did Nervous Nancy allow corrupt politician Shifty Schiff to lie before Congress? He must be a Witness, and so should she!",Twitter for iPhone,None,None,25073877,25073877,False,False,en,,
25073877,Donald J. Trump,realDonaldTrump,"Washington, DC",45th President of the United States of America🇺🇸,https://t.co/OMxB0x7xC5,False,2009-03-18 13:46:38,True,True,,6D5C18,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,1B95E0,BDDCAD,C5CEC0,333333,True,1216381908717854720,2020-01-12 15:30:20,Great idea. This phony Impeachment Hoax should not even be allowed to proceed. Did NOTHING wrong. Just a partisan vote. Zero Republicans. Never happened before! https://t.co/47oV6z4RQc,Twitter for iPhone,None,None,25073877,25073877,True,False,en,,
25073877,Donald J. Trump,realDonaldTrump,"Washington, DC",45th President of the United States of America🇺🇸,https://t.co/OMxB0x7xC5,False,2009-03-18 13:46:38,True,True,,6D5C18,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,1B95E0,BDDCAD,C5CEC0,333333,True,1216380858288037888,2020-01-12 15:26:10,https://t.co/wBcidgZ2fK,Twitter for iPhone,None,None,25073877,25073877,False,True,und,,
25073877,Donald J. Trump,realDonaldTrump,"Washington, DC",45th President of the United States of America🇺🇸,https://t.co/OMxB0x7xC5,False,2009-03-18 13:46:38,True,True,,6D5C18,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,1B95E0,BDDCAD,C5CEC0,333333,True,1216380599457452034,2020-01-12 15:25:08,"“Pelosi has made a mockery of Impeachment. Her Articles are so weak. But more importantly, she thought she could extort the Senate. She couldn’t.” @GreggJarrett @foxandfriends The Do Nothing Democrats are really run by the Radical Left. Too bad!",Twitter for iPhone,None,None,25073877,25073877,False,False,en,,
25073877,Donald J. Trump,realDonaldTrump,"Washington, DC",45th President of the United States of America🇺🇸,https://t.co/OMxB0x7xC5,False,2009-03-18 13:46:38,True,True,,6D5C18,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,1B95E0,BDDCAD,C5CEC0,333333,True,1216365931804479488,2020-01-12 14:26:51,"....discretion, and only as a last resort.” Thank you to the great Michael Goodwin. Could not have said it better myself!",Twitter for iPhone,1216365930009284614,25073877,25073877,25073877,False,False,en,,
25073877,Donald J. Trump,realDonaldTrump,"Washington, DC",45th President of the United States of America🇺🇸,https://t.co/OMxB0x7xC5,False,2009-03-18 13:46:38,True,True,,6D5C18,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,1B95E0,BDDCAD,C5CEC0,333333,True,1216365930009284614,2020-01-12 14:26:51,"....and then helped to fund them...And zero progress was made on curbing those activities, until Trump droned Soleimani...Plainly, Trump is not a warmonger. He’s a deal maker &amp; his record is that of someone who uses our military might as a deterrent, unleashes it with....",Twitter for iPhone,1216365925701705730,25073877,25073877,25073877,False,False,en,,
25073877,Donald J. Trump,realDonaldTrump,"Washington, DC",45th President of the United States of America🇺🇸,https://t.co/OMxB0x7xC5,False,2009-03-18 13:46:38,True,True,,6D5C18,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,1B95E0,BDDCAD,C5CEC0,333333,True,1216365925701705730,2020-01-12 14:26:50,"Michael Goodwin, New York Post: “Trump’s peace through strength philosophy is what America needs. His (John Kerry) claim bears no relation to reality. The Agreement didn’t create opportunities for America &amp; other signatories to confront Iran’s malign activities. It overlooked....",Twitter for iPhone,None,None,25073877,25073877,False,False,en,,
25073877,Donald J. Trump,realDonaldTrump,"Washington, DC",45th President of the United States of America🇺🇸,https://t.co/OMxB0x7xC5,False,2009-03-18 13:46:38,True,True,,6D5C18,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,1B95E0,BDDCAD,C5CEC0,333333,True,1216360697426337792,2020-01-12 14:06:03,John Kerry got caught essentially admitting that funds given ridiculously to Iran were used to fund attacks on the USA. Only a complete fool would have given that 150 Billion Dollars Plus to Iran. They then went on a Middle East Rampage! @foxandfriends @PeteHegseth,Twitter for iPhone,None,None,25073877,25073877,False,False,en,,
